DATA MISURA;PRES. SUPERAM.;PARAMETRO;UNITA' MISURA;UBICAZIONE;LONGITUDINE;LATITUDINE;RETE;MEDIA GIORNALIERA;DATI INSUFF.;ATTIVO DAL;ATTIVO FINO AL;PARAM. ABBREV.;UBICAZ. ATT. DAL;UBICAZ. ATT. FINO AL
2008 June 15;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;42.20238;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 16;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;63.06346;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 17;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;69.70454;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 18;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;35.7985;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 19;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;32.34146;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 20;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;48.63233;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 21;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;28.50404;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 22;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;48.56071;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 23;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;60.73175;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 24;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;67.58029;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 25;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;49.61254;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 26;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;81.2635;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 27;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;67.7645;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 28;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;27.94771;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 29;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;45.19475;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 June 30;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;64.27088;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 01;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;56.12108;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 02;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;49.29537;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 03;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;52.78871;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 04;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;67.25988;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 05;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;30.23513;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 06;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;45.40525;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 07;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;52.41992;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 08;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;18.32108;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 09;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;31.40429;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 10;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;37.12238;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 11;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;40.58327;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 12;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;36.22048;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 13;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;146.86075;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 14;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;33.08504;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 15;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;24.83588;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 16;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;35.70588;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 17;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;74.416;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 18;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;15.8955;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 19;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;22.88917;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 20;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;33.02405;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 21;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;15.39388;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 22;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;14.37417;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 23;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;41.23413;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 24;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;58.12271;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 25;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;48.86921;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 26;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;56.27429;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 27;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;23.58188;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 28;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;47.01288;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 29;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;68.04283;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 30;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;44.14758;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 July 31;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;137.01704;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 01;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;77.95875;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 02;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;76.926;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 03;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;59.17717;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 04;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;52.89092;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 05;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;36.96292;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 08;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;28.56538;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 09;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;56.73571;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 10;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;21.036;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 11;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;38.09175;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 12;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;75.51283;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 13;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;38.16925;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 14;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;31.21763;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 15;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;35.47496;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 16;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;9.21454;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 17;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;17.78113;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 18;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;27.87496;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 19;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;37.86983;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 20;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;37.43021;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 21;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;20.55629;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 22;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;39.57892;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 23;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;93.62513;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 24;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;5.09892;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 25;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;12.27829;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 26;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;18.61563;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 27;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;19.00304;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 28;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;28.53742;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 August 29;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;37.56687;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 22;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;16.98069;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 23;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;15.23458;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 24;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;17.25563;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 25;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;19.03463;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 26;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;12.68158;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 27;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;44.63813;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 28;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;19.204;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 29;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;34.41446;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 September 30;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;43.63183;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 01;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;36.25208;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 02;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;41.42771;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 03;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;72.05358;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 05;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;72.22904;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 06;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;73.27387;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 07;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;47.73271;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 08;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;39.25;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 09;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;46.00754;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 10;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;26.65021;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 11;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;27.50021;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 12;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;44.56792;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 13;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;32.24196;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 14;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;36.99129;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 15;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;71.08121;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 16;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;74.95054;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 17;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;42.60504;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 18;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;11.40342;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 19;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;23.78192;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 20;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;49.16538;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 21;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;67.37633;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 22;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;56.85658;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 23;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;22.47529;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 24;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;29.30692;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 25;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;27.70083;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 26;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;30.00079;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 27;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;35.40754;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 28;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;42.73521;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 29;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;39.43104;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 30;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;121.29025;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 October 31;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;42.92238;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 01;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;43.08513;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 02;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;42.96354;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 04;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;63.29038;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 05;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;36.6729;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 06;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;24.18683;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 07;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;28.94271;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 08;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;25.46483;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 09;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;29.16825;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 10;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;58.81071;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 11;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;66.74992;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 12;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;43.51883;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 13;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;16.10363;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 14;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;28.95133;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 15;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;25.83913;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 16;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;40.99175;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 17;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;34.63925;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 18;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;21.99604;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 19;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;40.3775;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 20;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;119.87421;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 21;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;119.57531;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
2008 November 22;Falso;Particolato Totale Sosp.;ug/m3;Via Pitacco;13.78026;45.62421;Trieste;23.20774;Falso;01/01/2004 12:00:00 AM;2016 July 26;PTS;2004 January 01;2016 July 26
